seq,part,UNID,kind,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,term,desc,card
579,明細部,UN01011455,BBIE,,,,,,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,（明細行参照）文書添付ファイル,"この文書ヘッダ参照文書の添付バイナリファイルの有無を指定
ありの場合はUN01006015のバイナリファイルID（BASE64）を入力",0..1
580,明細部,UN01014899,BBIE,,,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,（明細行参照）文書サブタイプコード,この明細行が参照する文書の文書サブタイプを識別するコード。,0..1
581,明細部,UN01009658,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,,,,,明細行契約／契約単価グループ,明細行の契約単価に関するグループ。,1..1
582,明細部,UN01005790,ABIE,,,,,,,,,CI_ Trade_ Price. Details,,,,契約単価クラス,明細行の契約単価に関する情報からなるクラス。,－
583,明細部,UN01005791,BBIE,,,,,,,,,,CI_ Trade_ Price. Type. Code,,,単価コード,単価の区分（確定、仮単価等）を識別するコード,0..1
584,明細部,UN01005792,BBIE,,,,,,,,,,CI_ Trade_ Price. Charge. Amount,,,契約単価,"発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。
税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。",1..1
585,明細部,UN01005793,BBIE,,,,,,,,,,CI_ Trade_ Price. Basis. Quantity,,,単価基準数量,"✔定貫品目の場合：空欄（デフォルト）、または単価基準数量＝１
✔不定貫品目、ハイブリッド品目の場合：単価基準数量＝単価の基準となる重量・容量",0..1
586,明細部,UN01009650,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Delivery,,,,,,,明細行／配送グループ,明細行の配送に関するグループ,1..1
587,明細部,UN01009659,ABIE,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Details,,,,,,明細行納入クラス,明細行の納入に関する情報からなるクラス,-
588,明細部,UN01009660,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Package. Quantity,,,,,請求セット数量,"この明細行品目の請求セット数量
流通業の固有仕様",0..1
589,明細部,UN01009661,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Product_ Unit. Quantity,,,,,請求バラ数量,"この明細行品目の請求バラ数量
流通業の固有仕様",0..1
590,明細部,UN01009662,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,,,,,請求セット単位数量(入り数）,"✔請求数量の 数量単位指定が定貫品目（バラ）の場合：利用しない
✔ 請求数量の数量単位指定が定貫品目（セット）の場合：1セット当たりのバラ数量を入力。
✔ 請求数量の数量単位指定が不定貫品目（個数でカウントできない品目）の場合：利用しない。
✔ 請求数量の数量単位指定がハイブリッド品目の場合：請求数量で指定した数量の1単位当たりの重量等を入力",0..1
591,明細部,UN01014639,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Billed. Quantity,,,,,請求数量,"この情報項目は取引数量の指定に利用する。
この項目の属性として数量単位コードを指定することにより、ずべての品目の取引数量指定に利用できる。
流通業の定貫品目取引では、この項目は利用せず「セット数量」または「バラ数量」を利用する。",1..1
592,明細部,UN01009651,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Settlement,,,,,,,明細行／決裁グループ,明細行の決済に関するグループ,1..1
593,明細部,UN01009664,ABIE,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Details,,,,,,明細行決裁クラス,明細行の決済入に関する情報からなるクラス,-
594,明細部,UN01014641,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,,,,,明細行取引方向コード,"明細行の取引方向を識別するコード
デフォルトは「プラス」
明細行取引類型コードが「調整」を指定場合に利用する。
金額の「プラス」「マイナス」表示を許容する場合は実装しない。",0..1
595,明細部,UN01009665,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,明細行決済／明細行税グループ,明細行決済の税に関するグループ,1..1
596,明細部,UN01005832,ABIE,,,,,,,,,CI_ Trade_ Tax. Details,,,,明細行税クラス,明細行の税に関する情報に関するクラス,-
597,明細部,UN01005834,BBIE,,,,,,,,,,CI_ Trade_ Tax. Type. Code,,,明細行税タイプコード,税の種類を識別するコード。デフォルトは消費税；VAT,0..1
598,明細部,UN01005839,BBIE,,,,,,,,,,CI_ Trade_ Tax. Basis. Amount,,,明細行譲渡資産金額（税抜き）,"この明細行の税抜き譲渡資産金額（契約単価×請求数量＋追加請求金額ー返金金額）
契約単価×数量で指定できない場合は金額",0..1
599,明細部,UN01005841,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,明細行課税分類コード,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,1..1
600,明細部,UN01005850,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category Name. Text,,,明細行課税分類名,消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称,0..1
601,明細部,UN01007174,BBIE,,,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,明細行税率,この明細行の課税分類区分を識別するため、明細行課税分類コードと組み合わせて利用する。,0..1
602,明細部,UN01013040,BBIE,,,,,,,,,,CI_ Trade_ Tax. Grand Total. Amount,,,明細行譲渡資産金額(税込み),この明細行の税額を含む譲渡資産金額,0..1
603,明細部,UN01014650,BBIE,,,,,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,明細行適用税制ID,"この明細行取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",0..1
604,明細部,UN01014642,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,,,,,明細行決済／参照インボイス対象物グループ,明細行が参照するインボイス対象物に関するグループ,0..n
605,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,明細行インボイス対象物クラス,"明細行が参照するインボイス対象物クラス
文書タイプコード＝380以外のインボイス対象物を参照",－
606,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,（明細行参照）インボイス対象物ID,この明細行が参照するインボイス対象物のID,1..1
607,明細部,UN01005582,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,（明細行参照）インボイス対象物発行日,この明細行が参照するインボイス対象物の発行日,0..1
608,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,（明細行参照）インボイス対象物明細行ID,この明細行が参照するインボイス対象物の明細行ID,1..1
609,明細部,UN01005586,BBIE,,,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,（明細行参照）文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,0..1
610,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,（明細行参照）インボイス対象物履歴ID,この明細行が参照するインボイス対象物の変更履歴を管理するID。,0..1
611,明細部,UN01009672,BBIE,,,,,,,,,,CI_ Referenced_ Document. Type. Code,,,（明細行参照）文書タイプコード,この明細行が参照する文書タイプを識別するコード,0..1
612,明細部,UN01014899,BBIE,,,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,（明細行参照）文書サブタイプコード,この明細行が参照する文書の文書サブタイプコード,0..1
613,明細部,UN01014644,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,明細行決裁／返金グループ,明細行の返金に関するグループ,0..n
614,明細部,UN01005706,ABIE,,,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,明細行返金クラス,明細行返金のクラス,－
615,明細部,UN01005707,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,"明細行返金・追加請求判別子
    =Fault（Allowance）","この明細行が返金か、追加請求（チャージ）かを識別する判別子。
属性：Fault=Allowance",1..1
616,明細部,UN01005710,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,明細行返金計算率,この明細行返金を計算するための率,0..1
617,明細部,UN01005713,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,明細行返金金額,この明細行の返金金額。,0..1
618,明細部,UN01005714,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,明細行返金理由コード,この明細行の返金理由を識別するコード,0..1
619,明細部,UN01005715,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,明細行返金理由,この明細行の返金理由（内容）の説明,0..1
620,明細部,UN01008286,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,明細行返金計算根拠金額,この明細行返金の計算根拠となる金額,0..1
621,明細部,UN01014644,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,明細行決裁／追加請求グループ,明細行の追加請求に関するグループ,0..n
622,明細部,UN01005706,ABIE,,,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,明細行追加請求クラス,明細行追加請求のクラス,－
623,明細部,UN01005707,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,"明細行返金・追加請求判別子
    =True（Charge）","この明細行が返金か、追加請求（チャージ）かを識別する判別子。
属性：True=Charge",1..1
624,明細部,UN01005710,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,明細行追加請求計算率,この明細行追加請求を計算するための率,0..1
625,明細部,UN01005713,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,明細行追加請求金額,この明細行の追加請求金額。,0..1
626,明細部,UN01005714,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,明細行追加請求理由コード,この明細行の追加請求理由を識別するコード,0..1
627,明細部,UN01005715,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,明細行追加請求理由,この明細行の追加請求理由（内容）の説明,0..1
628,明細部,UN01008286,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,明細行追加請求計算根拠金額,この明細行追加請求の計算根拠となる金額,0..1
629,明細部,UN01014643,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,,,,,明細行決済／調整グループ,明細行決済の調整に関するグループ,0..n
630,明細部,UN01005487,ABIE,,,,,,,,,CI_ Financial_ Adjustment. Details,,,,明細行調整クラス,明細行の調整に関する情報からなるクラス,－
631,明細部,UN01005488,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Reason. Code,,,明細行調整理由コード,この明細行の調整理由を示す識別コード,0..1
632,明細部,UN01005489,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Reason. Text,,,明細行調整理由,この明細行の調整理由を文字で表現した内容,0..1
633,明細部,UN01005490,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Actual. Amount,,,明細行調整金額,"この明細行の調整金額
調整ユースケースの場合は必須",0..1
634,明細部,UN01014894,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,,,,,明細行／取引期間グループ,明細行の取引期間に関するグループ,1..1
635,明細部,UN01005608,ABIE,,,,,,,,,CI_ Specified_ Period. Details,,,,明細行取引期間クラス,明細行の取引期間に関する情報からなるクラス,－
636,明細部,UN01005612,BBIE,,,,,,,,,,CI_ Specified_ Period. Start. Date Time,,,明細行取引開始日,この明細行の取引開始日,0..1
637,明細部,UN01005613,BBIE,,,,,,,,,,CI_ Specified_ Period. End. Date Time,,,明細行取引終了日,この明細行の取引終了日,1..1
638,明細部,UN01015534,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,,,,,明細行／購買アカウントグループ,この明細行の購買会計アカウントに関するグループ,0..1
639,明細部,UN01005680,ABIE,,,,,,,,,CI_ Trade_ Accounting Account. Details,,,,明細行購買会計アカウントクラス,明細行購買会計アカウントに関するクラス,－
640,明細部,UN01005683,BBIE,,,,,,,,,,CI_ Trade_ Accounting Account. Type. Code,,,明細行購買会計アカウントタイプコード,売り手が付与する買い手の明細行購買会計アカウント,0..1
641,明細部,UN01005685,BBIE,,,,,,,,,,CI_ Trade_ Accounting Account. Name. Text,,,明細行購買会計アカウント名,買い手の明細行購買会計アカウント名,0..1
642,明細部,UN01010016,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Applicable. CI_ Trade_ Product,,,,,,,明細行／取引品目グループ,明細行の取引品目に関するグループ,1..1
643,明細部,UN01005809,ABIE,,,,,,,CI_ Trade_ Product. Details,,,,,,取引品目クラス,取引品目に関する情報からなるクラス。, -
644,明細部,UN01005810,BBIE,,,,,,,,CI_ Trade_ Product. Identification. Identifier,,,,,品目ID,品目名を特定するために付与したID,0..1
645,明細部,UN01005811,BBIE,,,,,,,,CI_ Trade_ Product. Global_ Identification. Identifier,,,,,グローバル品目ID,GTIN、JANIDなどの国際的に登録された品目ID,0..1
646,明細部,UN01005812,BBIE,,,,,,,,CI_ Trade_ Product. Seller Assigned_ Identification. Identifier,,,,,受注者品目ID,受注者が品目を特定するために付与したID,0..1
647,明細部,UN01005813,BBIE,,,,,,,,CI_ Trade_ Product. Buyer Assigned_ Identification. Identifier,,,,,発注者品目ID,発注者が品目を特定するために付与したID,0..1
648,明細部,UN01005814,BBIE,,,,,,,,CI_ Trade_ Product. Manufacturer Assigned_ Identification. Identifier,,,,,メーカー品目ID,品目を特定するために製造者が付与したID,0..1
649,明細部,UN01005815,BBIE,,,,,,,,CI_ Trade_ Product. Name. Text,,,,,品目名,この取引品目の名称。,1..1
650,明細部,UN01005817,BBIE,,,,,,,,CI_ Trade_ Product. Description. Text,,,,,品目摘要,この取引品目内容を文字で説明したもの,0..1
651,明細部,UN01008533,BBIE,,,,,,,,CI_ Trade_ Product. Variable Measure. Indicator,,,,,品目数量単位判別子,品目数量単位の区分（定貫品目、不定貫品目、ハイブリッド品目、実測不定貫品目、実測ハイブリッド品目）の判別子。デフォルトは定貫品目,0..1
652,明細部,UN01005823,ASBIE,,,,,,,,CI_ Trade_ Product. Designated. CI_ Product_ Classification,,,,,取引品目クラス／品目分類グループ,取引品目の品目分類のグループ,0..1
653,明細部,UN01005573,ABIE,,,,,,,,,CI_ Product_ Classification. Details,,,,品目分類クラス,取引品目の分類に関するクラス, -
654,明細部,UN01005574,BBIE,,,,,,,,,,CI_ Product_ Classification. System. Identifier,,,品目分類,この取引品目の分類のID,0..1
655,明細部,UN01005821,ASBIE,,,,,,,,CI_ Trade_ Product. Applicable. CI_ Product_ Characteristic,,,,,取引品目クラス／品目特性グループ,取引品目の特性に関するグループ,0..n
656,明細部,UN01005567,ABIE,,,,,,,,,CI_ Product_ Characteristic. Details,,,,品目特性クラス,取引品目の特性に関するクラス,－
657,明細部,UN01005570,BBIE,,,,,,,,,,CI_ Product_ Characteristic. Description. Text,,,取引品目特性内容,この取引品目内容を文字で説明したもの,0..1
658,明細部,UN01011457,BBIE,,,,,,,,,,CI_ Product_ Characteristic. Value. Text,,,品目特性値,この取引品目特性の値,0..1
659,明細部,UN01005827,ASBIE,,,,,,,,CI_ Trade_ Product. Origin. CI_ Trade_ Country,,,,,取引品目クラス／原産地グループ,取引品目の原産地に関するグループ,0..n
660,明細部,UN01005735,ABIE,,,,,,,,,CI_ Trade_ Country. Details,,,,品目原産地クラス,取引品目の原産地に関するクラス,－
661,明細部,UN01005736,BBIE,,,,,,,,,,CI_ Trade_ Country. Identification. Identifier,,,原産国ID,この取引品目の原産国を識別する国ID,0..1
662,,,END,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
【凡例】,,,,,,,,,,,,,,,,,,
"中小企業共通EDI
マッピング",,◎,適格請求書に記載が必要な「法的必須」情報項目,,,,,,,,,,,,,,,
,,（◎）,同じクラス内のいずれかの情報項目の記載が「法的必須」,,,,,,,,,,,,,,,
,,〇,中小企業共通EDI対応業務アプリの「共通必須」情報情報項目,,,,,,,,,,,,,,,
,,●,「選択必須」情報項目。業務アプリが実装しない場合は共通EDIプロバイダがデータセット（デフォルト、または補完データ）,,,,,,,,,,,,,,,
,,（●）,同じクラス内のいずれかの情報項目の記載が「選択必須」,,,,,,,,,,,,,,,
,,△,"ユーザー非公開。共通EDIプロバイダがデータセット（デフォルト、または
データなし）",,,,,,,,,,,,,,,
,,＊,すべての業種に共通して利用する「共通任意」情報項目,,,,,,,,,,,,,,,
,,◇,「中小業界必須」情報項目,,,,,,,,,,,,,,,
,,＋,「中小業界任意」情報項目,,,,,,,,,,,,,,,
,,,利用しない情報項目,,,,,,,,,,,,,,,
"JP-PINT_v1.0
マッピング
（参考）",,☆,JP-PINT対応業務アプリの「必須」実装情報項目,,,,,,,,,,,,,,,
,,★,JP-PINT対応業務アプリの「任意」実装情報項目。（★）は同じクラス内のいずれかの情報項目を利用する,,,,,,,,,,,,,,,
,,空欄,JP-PINTには該当する情報項目はない,,,,,,,,,,,,,,,
,,,中小企業共通EDIプロバイダは選択実装した中小業界を公開し、選択した中小業界の全情報項目の実装必須,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
